patient	sample	cell	Tumor	plate	well	Run
TH179	LT_S79	H13_B001545	nonTumor	B001545	H13	SRR10792416
TH179	LT_S79	H13_B001548	nonTumor	B001548	H13	SRR10792417
TH179	LT_S79	H14_B001543	nonTumor	B001543	H14	SRR10792474
TH179	LT_S79	H14_B001545	nonTumor	B001545	H14	SRR10792475
TH179	LT_S79	H14_B001548	nonTumor	B001548	H14	SRR10792476
TH179	LT_S79	H15_B001543	nonTumor	B001543	H15	SRR10792540
TH179	LT_S79	H15_B001548	nonTumor	B001548	H15	SRR10792541
TH179	LT_S79	H5_B001545	Tumor	B001545	H5	SRR10792587
TH179	LT_S79	H5_B001548	nonTumor	B001548	H5	SRR10792588
TH179	LT_S79	H6_B001545	Tumor	B001545	H6	SRR10792647
TH179	LT_S79	H6_B001548	Tumor	B001548	H6	SRR10792648
TH179	LT_S79	H9_B001543	nonTumor	B001543	H9	SRR10792658
TH179	LT_S79	H9_B001545	nonTumor	B001545	H9	SRR10792659
TH179	LT_S79	H9_B001548	nonTumor	B001548	H9	SRR10792660
TH179	LT_S79	I1_B001543	nonTumor	B001543	I1	SRR10792710
TH179	LT_S79	I1_B001545	nonTumor	B001545	I1	SRR10792711
TH179	LT_S79	I1_B001548	nonTumor	B001548	I1	SRR10792712
TH179	LT_S79	I16_B001545	nonTumor	B001545	I16	SRR10792787
TH179	LT_S79	J7_B001548	nonTumor	B001548	J7	SRR10792830
TH179	LT_S79	J8_B001545	Tumor	B001545	J8	SRR10792887
TH179	LT_S79	J8_B001548	nonTumor	B001548	J8	SRR10792888
TH179	LT_S79	K17_B001543	nonTumor	B001543	K17	SRR10792929
TH179	LT_S79	K17_B001545	nonTumor	B001545	K17	SRR10792930
TH179	LT_S79	K17_B001548	nonTumor	B001548	K17	SRR10792931
TH179	LT_S79	K18_B001543	nonTumor	B001543	K18	SRR10792990
TH179	LT_S79	K18_B001545	nonTumor	B001545	K18	SRR10792991
TH179	LT_S79	K18_B001548	nonTumor	B001548	K18	SRR10792992
TH179	LT_S79	K21_B001543	nonTumor	B001543	K21	SRR10793058
TH179	LT_S79	K21_B001545	nonTumor	B001545	K21	SRR10793059
TH179	LT_S79	K21_B001548	nonTumor	B001548	K21	SRR10793060
TH179	LT_S79	K22_B001543	nonTumor	B001543	K22	SRR10793118
TH179	LT_S79	K22_B001545	nonTumor	B001545	K22	SRR10793119
TH179	LT_S79	K3_B001543	Tumor	B001543	K3	SRR10793183
TH179	LT_S79	K3_B001545	nonTumor	B001545	K3	SRR10793184
TH179	LT_S79	K4_B001545	nonTumor	B001545	K4	SRR10793243
TH179	LT_S79	K5_B001545	Tumor	B001545	K5	SRR10793300
TH179	LT_S79	K5_B001548	nonTumor	B001548	K5	SRR10793301
TH179	LT_S79	K6_B001545	Tumor	B001545	K6	SRR10793353
TH179	LT_S79	K6_B001548	Tumor	B001548	K6	SRR10793354
TH179	LT_S79	K7_B001545	nonTumor	B001545	K7	SRR10793407
TH179	LT_S79	K7_B001548	nonTumor	B001548	K7	SRR10793408
TH179	LT_S79	L10_B001543	nonTumor	B001543	L10	SRR10793454
TH179	LT_S79	L10_B001545	nonTumor	B001545	L10	SRR10793455
TH179	LT_S79	L10_B001548	Tumor	B001548	L10	SRR10793456
TH179	LT_S79	L11_B001545	nonTumor	B001545	L11	SRR10793512
TH179	LT_S79	L9_B001545	nonTumor	B001545	L9	SRR10793564
TH179	LT_S79	L9_B001548	nonTumor	B001548	L9	SRR10793565
TH179	LT_S79	M13_B001543	nonTumor	B001543	M13	SRR10793670
TH179	LT_S79	M13_B001545	nonTumor	B001545	M13	SRR10793671
TH179	LT_S79	M13_B001548	nonTumor	B001548	M13	SRR10793672
TH179	LT_S79	M14_B001543	nonTumor	B001543	M14	SRR10793731
TH179	LT_S79	M14_B001545	nonTumor	B001545	M14	SRR10793732
TH179	LT_S79	M14_B001548	nonTumor	B001548	M14	SRR10793733
TH179	LT_S79	M15_B001543	nonTumor	B001543	M15	SRR10793795
TH179	LT_S79	M15_B001548	nonTumor	B001548	M15	SRR10793796
TH179	LT_S79	N10_B001545	nonTumor	B001545	N10	SRR10793815
TH179	LT_S79	N10_B001548	Tumor	B001548	N10	SRR10793816
TH179	LT_S79	N11_B001545	nonTumor	B001545	N11	SRR10793864
TH179	LT_S79	N16_B001543	nonTumor	B001543	N16	SRR10793891
TH179	LT_S79	N16_B001545	nonTumor	B001545	N16	SRR10793892
TH179	LT_S79	N16_B001548	nonTumor	B001548	N16	SRR10793893
TH179	LT_S79	N17_B001543	nonTumor	B001543	N17	SRR10793958
TH179	LT_S79	N17_B001545	nonTumor	B001545	N17	SRR10793959
TH179	LT_S79	N17_B001548	nonTumor	B001548	N17	SRR10793960
TH179	LT_S79	N18_B001545	nonTumor	B001545	N18	SRR10794022
TH179	LT_S79	N18_B001548	nonTumor	B001548	N18	SRR10794023
TH179	LT_S79	N7_B001545	nonTumor	B001545	N7	SRR10794080
TH179	LT_S79	N8_B001545	nonTumor	B001545	N8	SRR10794132
TH179	LT_S79	N8_B001548	nonTumor	B001548	N8	SRR10794133
TH179	LT_S79	O22_B001543	nonTumor	B001543	O22	SRR10794204
TH179	LT_S79	O22_B001545	nonTumor	B001545	O22	SRR10794205
TH179	LT_S79	O22_B001548	nonTumor	B001548	O22	SRR10794206
TH179	LT_S79	O8_B001545	Tumor	B001545	O8	SRR10794248
TH179	LT_S79	O8_B001548	nonTumor	B001548	O8	SRR10794249
TH179	LT_S79	O9_B001545	nonTumor	B001545	O9	SRR10794300
TH179	LT_S79	O9_B001548	nonTumor	B001548	O9	SRR10794301
TH179	LT_S79	P12_B001543	nonTumor	B001543	P12	SRR10794335
TH179	LT_S79	P12_B001545	nonTumor	B001545	P12	SRR10794336
TH179	LT_S79	P13_B001543	nonTumor	B001543	P13	SRR10794392
TH179	LT_S79	P13_B001545	nonTumor	B001545	P13	SRR10794393
TH179	LT_S79	P14_B001543	nonTumor	B001543	P14	SRR10794450
TH179	LT_S79	P14_B001545	nonTumor	B001545	P14	SRR10794451
TH179	LT_S79	P14_B001548	nonTumor	B001548	P14	SRR10794452
TH179	LT_S79	P20_B001543	nonTumor	B001543	P20	SRR10794536
TH179	LT_S79	P20_B001548	nonTumor	B001548	P20	SRR10794537
TH179	LT_S79	B18_B001543	nonTumor	B001543	B18	SRR10794596
TH179	LT_S79	B18_B001545	nonTumor	B001545	B18	SRR10794597
TH179	LT_S79	B18_B001548	nonTumor	B001548	B18	SRR10794598
TH179	LT_S79	B19_B001543	nonTumor	B001543	B19	SRR10794664
TH179	LT_S79	G17_B001543	nonTumor	B001543	G17	SRR10794717
TH179	LT_S79	G17_B001545	nonTumor	B001545	G17	SRR10794718
TH179	LT_S79	G17_B001548	nonTumor	B001548	G17	SRR10794719
TH179	LT_S79	G4_B001543	nonTumor	B001543	G4	SRR10794795
TH179	LT_S79	G4_B001545	nonTumor	B001545	G4	SRR10794796
TH179	LT_S79	H1_B001543	Tumor	B001543	H1	SRR10794907
TH179	LT_S79	H17_B001543	nonTumor	B001543	H17	SRR10794969
TH179	LT_S79	H17_B001545	nonTumor	B001545	H17	SRR10794970
TH179	LT_S79	H17_B001548	nonTumor	B001548	H17	SRR10794971
TH179	LT_S79	K8_B001543	nonTumor	B001543	K8	SRR10795048
TH179	LT_S79	K8_B001548	nonTumor	B001548	K8	SRR10795049
TH179	LT_S79	E16_B001543	nonTumor	B001543	E16	SRR10782276
TH179	LT_S79	E16_B001545	nonTumor	B001545	E16	SRR10782277
TH179	LT_S79	E17_B001543	nonTumor	B001543	E17	SRR10782344
TH179	LT_S79	E17_B001548	nonTumor	B001548	E17	SRR10782346
TH179	LT_S79	E19_B001545	nonTumor	B001545	E19	SRR10782471
TH179	LT_S79	E20_B001548	nonTumor	B001548	E20	SRR10782607
TH179	LT_S79	E5_B001548	nonTumor	B001548	E5	SRR10782848
TH179	LT_S79	E7_B001545	nonTumor	B001545	E7	SRR10782975
TH179	LT_S79	E7_B001548	nonTumor	B001548	E7	SRR10782976
TH179	LT_S79	E8_B001545	nonTumor	B001545	E8	SRR10783042
TH179	LT_S79	E8_B001548	nonTumor	B001548	E8	SRR10783043
TH179	LT_S79	F10_B001545	Tumor	B001545	F10	SRR10783230
TH179	LT_S79	F12_B001545	nonTumor	B001545	F12	SRR10783355
TH179	LT_S79	F12_B001548	nonTumor	B001548	F12	SRR10783356
TH179	LT_S79	F14_B001543	nonTumor	B001543	F14	SRR10783393
TH179	LT_S79	F15_B001543	nonTumor	B001543	F15	SRR10783462
TH179	LT_S79	F15_B001545	nonTumor	B001545	F15	SRR10783463
TH179	LT_S79	F15_B001548	nonTumor	B001548	F15	SRR10783464
TH179	LT_S79	F16_B001543	nonTumor	B001543	F16	SRR10783526
TH179	LT_S79	F16_B001545	nonTumor	B001545	F16	SRR10783527
TH179	LT_S79	F18_B001543	nonTumor	B001543	F18	SRR10783578
TH179	LT_S79	F19_B001543	nonTumor	B001543	F19	SRR10783645
TH179	LT_S79	F19_B001545	nonTumor	B001545	F19	SRR10783646
TH179	LT_S79	F2_B001543	nonTumor	B001543	F2	SRR10783720
TH179	LT_S79	F20_B001543	nonTumor	B001543	F20	SRR10783776
TH179	LT_S79	F20_B001545	nonTumor	B001545	F20	SRR10783777
TH179	LT_S79	F20_B001548	nonTumor	B001548	F20	SRR10783778
TH179	LT_S79	F5_B001545	nonTumor	B001545	F5	SRR10783936
TH179	LT_S79	F5_B001548	nonTumor	B001548	F5	SRR10783937
TH179	LT_S79	F6_B001543	nonTumor	B001543	F6	SRR10783997
TH179	LT_S79	F6_B001548	nonTumor	B001548	F6	SRR10783999
TH179	LT_S79	F7_B001543	nonTumor	B001543	F7	SRR10784061
TH179	LT_S79	F7_B001548	nonTumor	B001548	F7	SRR10784063
TH179	LT_S79	F8_B001545	nonTumor	B001545	F8	SRR10784126
TH179	LT_S79	G11_B001543	Tumor	B001543	G11	SRR10784185
TH179	LT_S79	G12_B001543	nonTumor	B001543	G12	SRR10784237
